TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2987741,0.0,231019.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,542.0,177.0,,,,,,,,Found,Found,Android 7.0,chrome 62.0 for android,32.0,2960x1440,match_status:2,T,F,T,T,mobile,SM-G950U Build/NRD90M
2987747,-10.0,297843.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,
2987781,0.0,36004.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,397.0,161.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,1024x600,match_status:2,T,F,T,T,mobile,KFFOWI Build/LVY48F
2987815,-5.0,248402.0,,,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,NotFound,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2987825,0.0,244243.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Ilium L910 Build/MRA58K
2987844,-20.0,478845.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2987893,0.0,164064.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,607.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2987900,0.0,187988.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,225.0,,266.0,595.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,T,T,T,desktop,Trident/7.0
2987957,0.0,105718.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,firefox,,,,F,T,T,T,desktop,rv:38.0
2987989,-5.0,121925.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
2988257,-5.0,47714.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,,T,F,T,T,desktop,Windows
2988325,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988339,-10.0,16090.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2988389,-15.0,75604.0,,,,,4.0,-15.0,-8.0,-9.0,90.91000366210938,NotFound,52.0,-360.0,New,NotFound,,,,,724.0,14.0,IP_PROXY:ANONYMOUS,15.0,460.0,142.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1920x1200,,T,F,T,F,desktop,Windows
2988393,-10.0,4568.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2988512,-5.0,74852.0,,,0.0,0.0,,,0.0,0.0,96.47000122070312,NotFound,49.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,2560x1600,match_status:2,T,F,F,T,desktop,MacOS
2988622,0.0,59044.0,2.0,0.0,5.0,-6.0,,,2.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,410.0,549.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,T,T,T,desktop,Trident/7.0
2988760,0.0,49047.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,277.0,254.0,,,,,,,,Found,Found,Android 7.0,samsung browser 6.2,32.0,2220x1080,match_status:2,T,F,T,T,mobile,SAMSUNG SM-G950U Build/NRD90M
2988889,-5.0,37707.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,13.0,253.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_13_1,safari generic,24.0,2560x1440,match_status:2,T,T,F,T,desktop,MacOS
2988930,-5.0,117784.0,2.0,0.0,4.0,0.0,,,3.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2988953,-5.0,446685.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2988983,-5.0,64057.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2989055,-20.0,104120.0,,,0.0,-9.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
2989213,-5.0,86815.0,0.0,0.0,3.0,-12.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,15.0,352.0,489.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2989300,0.0,11504.0,,,10.0,-7.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,13.0,410.0,278.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,T,T,T,desktop,Trident/7.0
2989496,-10.0,22248.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,597.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2989498,-10.0,47392.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,597.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2989805,0.0,4459.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,621.0,500.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,Trident/7.0
2989807,-5.0,53208.0,,,,,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,215.0,177.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
2989880,0.0,65878.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,542.0,600.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,1920x1080,match_status:1,T,F,T,T,desktop,MacOS
2989884,-5.0,68800.0,,,3.0,-9.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,352.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
2989949,-5.0,48498.0,3.0,0.0,4.0,0.0,,,3.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,312.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
2990027,-10.0,207293.0,,,0.0,0.0,,,1.0,0.0,93.94000244140624,NotFound,63.0,-300.0,New,NotFound,166.0,13.0,630.0,368.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,F,T,desktop,Trident/7.0
2990046,-5.0,821814.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,102.0,15.0,410.0,360.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
2990114,-100.0,58133.0,,,1.0,-1.0,16.0,-50.0,0.0,0.0,99.22000122070312,Found,52.0,-300.0,New,NotFound,166.0,15.0,529.0,549.0,228.0,14.0,IP_PROXY:HIDDEN,11.0,426.0,121.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
2990118,-5.0,61895.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-480.0,Found,Found,166.0,,352.0,222.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
2990214,-75.0,185922.0,,,4.0,-30.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,13.0,266.0,563.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
2990266,-10.0,69246.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,,312.0,161.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,MacOS
2990279,-5.0,9568.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,312.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1680x1050,match_status:2,T,F,T,T,desktop,Windows
2990326,-5.0,155174.0,,,2.0,0.0,,,0.0,0.0,94.0500030517578,NotFound,52.0,-360.0,New,NotFound,166.0,12.0,193.0,107.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
2990339,-5.0,39093.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,501.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2990494,-10.0,168911.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2990559,-72.0,115552.0,0.0,0.0,,,-4.0,-100.0,0.0,0.0,100.0,NotFound,57.0,,Found,Found,,,,,657.0,41.0,IP_PROXY:ANONYMOUS,15.0,161.0,159.0,Found,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,Blade V6 Plus Build/MRA58K
2990587,-25.0,88803.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
2990652,-5.0,140041.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
2990690,-5.0,127269.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,360.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:0,T,F,T,T,desktop,Windows
2990698,0.0,49203.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,397.0,161.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,1024x600,match_status:2,T,F,T,T,mobile,KFFOWI Build/LVY48F
2990793,-5.0,155686.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,548.0,277.0,,,,,,,,New,NotFound,iOS 10.3.2,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
2990859,-5.0,139292.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,621.0,500.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,safari generic,24.0,2880x1800,match_status:2,T,F,F,F,desktop,MacOS
2990906,-45.0,998295.0,,,22.0,-100.0,39.0,-50.0,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,12.0,317.0,489.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,147.0,Found,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
2991262,0.0,42401.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,312.0,256.0,,,,,,,,New,NotFound,Android 7.0,chrome 62.0 for android,32.0,2048x1536,match_status:2,T,F,T,T,mobile,SM-T810 Build/NRD90M
2991299,-5.0,157666.0,,,0.0,0.0,,,0.0,0.0,96.66999816894533,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2991308,-20.0,68291.0,,,17.0,-34.0,,,,,100.0,NotFound,49.0,,Unknown,,166.0,15.0,321.0,333.0,,,,,,,,New,NotFound,,mobile safari 9.0,,,,F,F,F,F,mobile,
2991309,-5.0,14500.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,410.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,3840x2160,match_status:2,T,F,T,T,desktop,Windows
2991389,-5.0,1386.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2991446,-5.0,66810.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,215.0,177.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2991480,-5.0,65755.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,410.0,177.0,,,,,,,,New,NotFound,Windows 8.1,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
2991496,-10.0,214850.0,0.0,0.0,17.0,-8.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,321.0,500.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2991539,-20.0,180164.0,,,7.0,-12.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,417.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
2991695,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991916,0.0,124667.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,153.0,411.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,LG-K410 Build/LRX22G
2991935,-5.0,76745.0,,,4.0,-6.0,,,0.0,0.0,95.23999786376952,NotFound,52.0,-420.0,New,NotFound,166.0,12.0,410.0,266.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1360x768,match_status:2,T,F,T,F,desktop,Windows
2991954,-5.0,101562.0,,,21.0,-18.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,525.0,256.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,T,mobile,iOS Device
2991957,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992037,-20.0,402141.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992049,0.0,65491.0,,,2.0,-7.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,352.0,222.0,,,,,,,,New,NotFound,Android 7.0,samsung browser 6.2,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG
2992055,-5.0,159174.0,0.0,0.0,8.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,271.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992064,-35.0,96576.0,,,4.0,-20.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,457.0,561.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
2992164,-85.0,18268.0,0.0,0.0,2.0,-10.0,0.0,-10.0,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,410.0,111.0,849.0,14.0,IP_PROXY:HIDDEN,11.0,365.0,206.0,Found,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
2992188,-5.0,38346.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,18.0,410.0,299.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
2992234,-10.0,242509.0,0.0,0.0,-4.0,-8.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2992240,-10.0,50266.0,0.0,0.0,0.0,-8.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
2992305,-5.0,122269.0,0.0,0.0,4.0,-7.0,,,0.0,0.0,100.0,NotFound,52.0,-600.0,Found,Found,166.0,13.0,395.0,216.0,,,,,,,,Found,Found,Windows 7,chrome 61.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
2992356,-20.0,214108.0,,,0.0,-1.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,176.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
2992382,-5.0,2229.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,548.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,3440x1440,match_status:2,T,F,T,T,desktop,Windows
2992414,0.0,87593.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,215.0,533.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,rv:11.0
2992483,-10.0,89703.0,,,2.0,-4.0,6.0,-6.0,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,462.0,214.0,672.0,14.0,IP_PROXY:TRANSPARENT,16.0,427.0,142.0,Found,New,NotFound,Windows Vista,chrome 49.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
2992493,-5.0,42396.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,500.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
2992553,-45.0,348819.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,153.0,595.0,,,,,,,,New,NotFound,,chrome 46.0 for android,,,,F,F,T,F,mobile,ALE-L23 Build/HuaweiALE-L23
2992605,-5.0,178368.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992636,-5.0,191064.0,,,0.0,-18.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992668,-35.0,288250.0,,,,,10.0,-21.0,1.0,0.0,95.08000183105467,NotFound,63.0,,Unknown,,,,,,255.0,41.0,IP_PROXY:ANONYMOUS,,356.0,215.0,Found,Found,Found,,chrome 62.0,,,,F,F,F,T,desktop,
2992677,-5.0,45321.0,,,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,New,NotFound,166.0,,278.0,600.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
2992704,-5.0,151829.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992726,-15.0,61818.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,130.0,,410.0,581.0,,,,,,,,Found,Found,,chrome 61.0,,,,F,F,T,T,desktop,Windows
2992773,-5.0,72758.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,,312.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2992896,-30.0,42299.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,595.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2992901,0.0,29246.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,529.0,214.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 61.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,MacOS
2992924,-5.0,292498.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,454.0,600.0,,,,,,,,Found,Found,Windows 8.1,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2993026,-5.0,50756.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,527.0,161.0,,,,,,,,Found,Found,Windows 8.1,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2993188,-5.0,7565.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Windows Vista,firefox 52.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,Windows
